,wrapperType,kind,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,collectionViewUrl,feedUrl,trackViewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,collectionHdPrice,releaseDate,collectionExplicitness,trackExplicitness,trackCount,trackTimeMillis,country,currency,primaryGenreName,contentAdvisoryRating,artworkUrl600,genreIds,genres,artistId,artistViewUrl,previewUrl,discCount,discNumber,trackNumber,isStreamable
40,track,song,1524261975,1524261982,Emiway Bantai,Kaun Hai Ye - Single,Kaun Hai Ye,Kaun Hai Ye - Single,Kaun Hai Ye,https://music.apple.com/in/album/kaun-hai-ye/1524261975?i=1524261982&uo=4,,https://music.apple.com/in/album/kaun-hai-ye/1524261975?i=1524261982&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/3c/a7/4a/3ca74a34-e0e5-d191-06f5-9813bb6b33a9/889845955399.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/3c/a7/4a/3ca74a34-e0e5-d191-06f5-9813bb6b33a9/889845955399.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/3c/a7/4a/3ca74a34-e0e5-d191-06f5-9813bb6b33a9/889845955399.jpg/100x100bb.jpg,18.0,18.0,,2020-07-19T12:00:00Z,explicit,explicit,1,262000,IND,INR,Hip-Hop,Explicit,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/07/81/71/0781715f-8ad7-f067-8da5-82389d311dc9/mzaf_3878474256998056283.plus.aac.p.m4a,1.0,1.0,1.0,True
41,track,song,1539328200,1539328204,Emiway Bantai,Khatam Hue Waande - Single,Khatam Hue Waande,Khatam Hue Waande - Single,Khatam Hue Waande,https://music.apple.com/in/album/khatam-hue-waande/1539328200?i=1539328204&uo=4,,https://music.apple.com/in/album/khatam-hue-waande/1539328200?i=1539328204&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/02/4b/91/024b91c9-45d8-4698-ef12-1c69d8db3896/cover.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/02/4b/91/024b91c9-45d8-4698-ef12-1c69d8db3896/cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/02/4b/91/024b91c9-45d8-4698-ef12-1c69d8db3896/cover.jpg/100x100bb.jpg,18.0,18.0,,2020-11-14T12:00:00Z,notExplicit,notExplicit,1,193882,IND,INR,Indian,,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/81/29/44/8129442d-9aef-2c2e-a6b5-f6203c769b65/mzaf_15989647710132430606.plus.aac.p.m4a,1.0,1.0,1.0,True
42,track,song,1565639419,1565639423,Emiway Bantai,Machayenge 3 - Single,Machayenge 3,Machayenge 3 - Single,Machayenge 3,https://music.apple.com/in/album/machayenge-3/1565639419?i=1565639423&uo=4,,https://music.apple.com/in/album/machayenge-3/1565639419?i=1565639423&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/8b/37/d3/8b37d3f9-6822-26de-7c68-e1c98aae8ad9/cover.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/8b/37/d3/8b37d3f9-6822-26de-7c68-e1c98aae8ad9/cover.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/8b/37/d3/8b37d3f9-6822-26de-7c68-e1c98aae8ad9/cover.jpg/100x100bb.jpg,18.0,18.0,,2021-05-14T12:00:00Z,notExplicit,notExplicit,1,229154,IND,INR,Hip-Hop/Rap,,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1f/7a/4e/1f7a4ece-c4f8-79dc-db44-0b3c7b9351d7/mzaf_6881726773682372519.plus.aac.p.m4a,1.0,1.0,1.0,True
43,track,song,1584306305,1584306882,Emiway Bantai,Malum Hai Na,Machayenge 3,Malum Hai Na,Machayenge 3,https://music.apple.com/in/album/machayenge-3/1584306305?i=1584306882&uo=4,,https://music.apple.com/in/album/machayenge-3/1584306305?i=1584306882&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/100x100bb.jpg,190.0,18.0,,2021-05-14T12:00:00Z,explicit,notExplicit,14,229154,IND,INR,Hip-Hop/Rap,,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/87/a5/86/87a58625-f9c7-5c53-def2-5e33759ee291/mzaf_7514260765133850986.plus.aac.p.m4a,1.0,1.0,6.0,True
44,track,song,1562277940,1562277946,Emiway Bantai & Chris Gayle UniverseBoss,Jamaica to India - Single,Jamaica to India,Jamaica to India - Single,Jamaica to India,https://music.apple.com/in/album/jamaica-to-india/1562277940?i=1562277946&uo=4,,https://music.apple.com/in/album/jamaica-to-india/1562277940?i=1562277946&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/c2/a4/48/c2a448f2-e8f2-2800-b324-16f97e7e7aef/cover.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/c2/a4/48/c2a448f2-e8f2-2800-b324-16f97e7e7aef/cover.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/c2/a4/48/c2a448f2-e8f2-2800-b324-16f97e7e7aef/cover.jpg/100x100bb.jpg,18.0,18.0,,2021-04-12T12:00:00Z,notExplicit,notExplicit,1,226798,IND,INR,Hip-Hop/Rap,,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/58/1f/67/581f6796-a08b-c126-c5c2-3ad1f6ccd197/mzaf_6562569370577933381.plus.aac.p.m4a,1.0,1.0,1.0,True
45,track,song,1675454657,1675454664,Emiway Bantai,Scene Change - Single,Scene Change,Scene Change - Single,Scene Change,https://music.apple.com/in/album/scene-change/1675454657?i=1675454664&uo=4,,https://music.apple.com/in/album/scene-change/1675454657?i=1675454664&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/8b/2d/c5/8b2dc530-c823-2351-25c8-07f8a0e12587/cover.jpg/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/8b/2d/c5/8b2dc530-c823-2351-25c8-07f8a0e12587/cover.jpg/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/8b/2d/c5/8b2dc530-c823-2351-25c8-07f8a0e12587/cover.jpg/100x100bb.jpg,18.0,18.0,,2023-03-04T08:00:00Z,explicit,explicit,1,210508,IND,INR,Alternative Rap,Explicit,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/05/0a/32/050a3237-3d92-1dc5-e7d1-b90aa1138f51/mzaf_15138012769357229157.plus.aac.p.m4a,1.0,1.0,1.0,True
46,track,song,1584306305,1584307103,Emiway Bantai,Malum Hai Na,Jawab De,Malum Hai Na,Jawab De,https://music.apple.com/in/album/jawab-de/1584306305?i=1584307103&uo=4,,https://music.apple.com/in/album/jawab-de/1584306305?i=1584307103&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/100x100bb.jpg,190.0,18.0,,2021-07-16T12:00:00Z,explicit,explicit,14,183429,IND,INR,Hip-Hop/Rap,Explicit,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/14/2a/be/142abef7-2829-4b73-f025-a281d163d924/mzaf_13765360859386976793.plus.aac.p.m4a,1.0,1.0,11.0,True
47,track,song,1584306305,1584306897,Emiway Bantai,Malum Hai Na,Hai Tu Kaun,Malum Hai Na,Hai Tu Kaun,https://music.apple.com/in/album/hai-tu-kaun/1584306305?i=1584306897&uo=4,,https://music.apple.com/in/album/hai-tu-kaun/1584306305?i=1584306897&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/100x100bb.jpg,190.0,18.0,,2021-09-27T12:00:00Z,explicit,explicit,14,149121,IND,INR,Hip-Hop/Rap,Explicit,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/cd/a2/df/cda2dfa1-35e1-d9cf-9cc9-fb9a8403aea8/mzaf_9764847311936720309.plus.aac.p.m4a,1.0,1.0,8.0,True
48,track,song,1584306305,1584306580,Emiway Bantai,Malum Hai Na,Malum Hai Na (Intro),Malum Hai Na,Malum Hai Na (Intro),https://music.apple.com/in/album/malum-hai-na-intro/1584306305?i=1584306580&uo=4,,https://music.apple.com/in/album/malum-hai-na-intro/1584306305?i=1584306580&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/100x100bb.jpg,190.0,18.0,,2021-05-03T12:00:00Z,explicit,notExplicit,14,166776,IND,INR,Hip-Hop/Rap,,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/05/9c/11/059c1162-4d00-7970-9fbd-5aa9f7e64708/mzaf_3540332985703817349.plus.aac.p.m4a,1.0,1.0,1.0,True
49,track,song,1584306305,1584306604,Emiway Bantai,Malum Hai Na,My Time,Malum Hai Na,My Time,https://music.apple.com/in/album/my-time/1584306305?i=1584306604&uo=4,,https://music.apple.com/in/album/my-time/1584306305?i=1584306604&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/ea/6a/38/ea6a384b-a2f2-03f0-d3b3-9eb0d77cc9be/cover.jpg/100x100bb.jpg,190.0,18.0,,2021-06-21T12:00:00Z,explicit,explicit,14,166677,IND,INR,Hip-Hop/Rap,Explicit,,,,1450594347.0,https://music.apple.com/in/artist/emiway-bantai/1450594347?uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cf/81/1f/cf811f3f-8bcf-bd32-09f7-fa0c2eef21be/mzaf_1017137582090692322.plus.aac.p.m4a,1.0,1.0,5.0,True
